id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2
135,2010,Ahmedabad,2010-04-02,Punjab Kings,Lucknow Super Giants,Punjab Kings,field,normal,0,Punjab Kings,0,3,S Dhawan,Narendra Modi Stadium,Umpire A,Umpire B
136,2010,Jaipur,2010-04-24,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,23,0,KS Williamson,Sawai Mansingh Stadium,Umpire A,Umpire B
137,2010,Pune,2010-04-10,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,JM Bairstow,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
138,2010,Bangalore,2010-04-09,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,bat,normal,0,Lucknow Super Giants,7,0,RR Pant,M Chinnaswamy Stadium,Umpire A,Umpire B
139,2010,Hyderabad,2010-04-20,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,bat,normal,0,Kolkata Knight Riders,15,0,KL Rahul,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
140,2010,Mumbai,2010-04-13,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,0,8,AM Rahane,Wankhede Stadium,Umpire A,Umpire B
141,2010,Bangalore,2010-04-25,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,no result,0,,0,0,KL Rahul,M Chinnaswamy Stadium,Umpire A,Umpire B
142,2010,Hyderabad,2010-04-04,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,field,no result,0,,0,0,IS Sodhi,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
143,2010,Pune,2010-04-04,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,4,RG Sharma,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
144,2010,Jaipur,2010-04-11,Punjab Kings,Delhi Capitals,Punjab Kings,bat,normal,0,Punjab Kings,41,0,RR Pant,Sawai Mansingh Stadium,Umpire A,Umpire B
145,2010,Chennai,2010-04-23,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,field,normal,0,Gujarat Titans,0,8,G Gambhir,MA Chidambaram Stadium,Umpire A,Umpire B
146,2010,Ahmedabad,2010-04-01,Gujarat Titans,Mumbai Indians,Gujarat Titans,field,normal,0,Gujarat Titans,0,5,KS Williamson,Narendra Modi Stadium,Umpire A,Umpire B
147,2010,Ahmedabad,2010-04-23,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,0,Chennai Super Kings,23,0,KA Pollard,Narendra Modi Stadium,Umpire A,Umpire B
148,2010,Mumbai,2010-04-09,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,normal,0,Punjab Kings,22,0,AM Rahane,Wankhede Stadium,Umpire A,Umpire B
149,2010,Pune,2010-04-19,Gujarat Titans,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Gujarat Titans,0,4,KA Pollard,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
150,2010,Mumbai,2010-04-03,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,normal,0,Mumbai Indians,20,0,AM Rahane,Wankhede Stadium,Umpire A,Umpire B
151,2010,Mohali,2010-04-10,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,normal,0,Delhi Capitals,46,0,JM Bairstow,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
152,2010,Pune,2010-04-29,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,normal,0,Chennai Super Kings,0,9,KL Rahul,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
153,2010,Bangalore,2010-04-24,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,field,normal,0,Kolkata Knight Riders,0,6,HH Pandya,M Chinnaswamy Stadium,Umpire A,Umpire B
154,2010,Chennai,2010-04-19,Lucknow Super Giants,Gujarat Titans,Lucknow Super Giants,bat,normal,0,Lucknow Super Giants,17,0,RR Pant,MA Chidambaram Stadium,Umpire A,Umpire B
155,2010,Pune,2010-04-02,Punjab Kings,Delhi Capitals,Punjab Kings,field,normal,0,Delhi Capitals,0,9,S Dhawan,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
156,2010,Mumbai,2010-04-16,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,4,G Gambhir,Wankhede Stadium,Umpire A,Umpire B
157,2010,Pune,2010-04-02,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,0,Kolkata Knight Riders,37,0,RR Pant,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
158,2010,Mohali,2010-04-27,Rajasthan Royals,Gujarat Titans,Gujarat Titans,bat,normal,0,Gujarat Titans,70,0,S Dhawan,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
159,2010,Kolkata,2010-04-11,Gujarat Titans,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,2,JM Bairstow,Eden Gardens,Umpire A,Umpire B
160,2010,Mumbai,2010-04-25,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,field,normal,0,Lucknow Super Giants,0,8,SK Raina,Wankhede Stadium,Umpire A,Umpire B
161,2010,Bangalore,2010-04-19,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,12,0,DA Warner,M Chinnaswamy Stadium,Umpire A,Umpire B
162,2010,Ahmedabad,2010-04-08,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,67,0,DA Warner,Narendra Modi Stadium,Umpire A,Umpire B
163,2010,Jaipur,2010-04-07,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Royal Challengers Bangalore,0,5,MS Dhoni,Sawai Mansingh Stadium,Umpire A,Umpire B
164,2010,Mohali,2010-04-15,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,0,3,Q de Kock,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
165,2010,Bangalore,2010-04-06,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,0,3,KL Rahul,M Chinnaswamy Stadium,Umpire A,Umpire B
166,2010,Jaipur,2010-04-10,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Mumbai Indians,57,0,KA Pollard,Sawai Mansingh Stadium,Umpire A,Umpire B
167,2010,Mohali,2010-04-18,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,15,0,PP Shaw,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
168,2010,Pune,2010-04-15,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,19,0,AM Rahane,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
169,2010,Pune,2010-04-27,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Chennai Super Kings,34,0,KA Pollard,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
170,2010,Delhi,2010-04-27,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Sunrisers Hyderabad,2,0,KA Pollard,Arun Jaitley Stadium,Umpire A,Umpire B
171,2010,Bangalore,2010-04-29,Mumbai Indians,Punjab Kings,Mumbai Indians,field,normal,0,Punjab Kings,0,6,JM Bairstow,M Chinnaswamy Stadium,Umpire A,Umpire B
172,2010,Pune,2010-04-15,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,field,normal,0,Lucknow Super Giants,0,1,AM Rahane,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
173,2010,Pune,2010-04-03,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,no result,0,,0,0,G Gambhir,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
174,2010,Pune,2010-04-17,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,0,Mumbai Indians,42,0,JM Bairstow,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
175,2010,Ahmedabad,2010-04-12,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,normal,0,Chennai Super Kings,37,0,KL Rahul,Narendra Modi Stadium,Umpire A,Umpire B
176,2010,Ahmedabad,2010-04-20,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Sunrisers Hyderabad,0,2,RG Sharma,Narendra Modi Stadium,Umpire A,Umpire B
177,2010,Jaipur,2010-04-23,Delhi Capitals,Punjab Kings,Punjab Kings,bat,normal,0,Punjab Kings,34,0,AM Rahane,Sawai Mansingh Stadium,Umpire A,Umpire B
178,2010,Delhi,2010-04-13,Mumbai Indians,Punjab Kings,Mumbai Indians,bat,normal,0,Punjab Kings,50,0,IS Sodhi,Arun Jaitley Stadium,Umpire A,Umpire B
179,2010,Mohali,2010-04-18,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,21,0,KL Rahul,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
180,2010,Ahmedabad,2010-04-20,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,4,JM Bairstow,Narendra Modi Stadium,Umpire A,Umpire B
181,2010,Hyderabad,2010-04-09,Delhi Capitals,Gujarat Titans,Gujarat Titans,field,normal,0,Gujarat Titans,0,5,SR Watson,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
182,2010,Kolkata,2010-04-14,Punjab Kings,Delhi Capitals,Delhi Capitals,bat,normal,0,Punjab Kings,49,0,Q de Kock,Eden Gardens,Umpire A,Umpire B
183,2010,Ahmedabad,2010-04-05,Punjab Kings,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Punjab Kings,56,0,MS Dhoni,Narendra Modi Stadium,Umpire A,Umpire B
184,2010,Hyderabad,2010-04-27,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,bat,no result,0,,0,0,SK Raina,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
185,2010,Mumbai,2010-04-26,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,field,normal,0,Lucknow Super Giants,0,3,HH Pandya,Wankhede Stadium,Umpire A,Umpire B
186,2010,Kolkata,2010-04-20,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,CH Gayle,Eden Gardens,Umpire A,Umpire B
187,2010,Mohali,2010-04-22,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,field,normal,0,Gujarat Titans,0,8,DA Warner,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
188,2010,Delhi,2010-04-10,Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,bat,normal,0,Sunrisers Hyderabad,77,0,V Kohli,Arun Jaitley Stadium,Umpire A,Umpire B
189,2010,Chennai,2010-04-05,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,15,0,SK Raina,MA Chidambaram Stadium,Umpire A,Umpire B
190,2010,Chennai,2010-04-14,Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,bat,normal,0,Lucknow Super Giants,57,0,DA Warner,MA Chidambaram Stadium,Umpire A,Umpire B
191,2011,Kolkata,2011-04-01,Gujarat Titans,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,5,0,IS Sodhi,Eden Gardens,Umpire A,Umpire B
192,2011,Ahmedabad,2011-04-26,Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,normal,0,Punjab Kings,51,0,SR Watson,Narendra Modi Stadium,Umpire A,Umpire B
193,2011,Hyderabad,2011-04-04,Punjab Kings,Delhi Capitals,Punjab Kings,field,normal,0,Punjab Kings,0,1,IS Sodhi,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
194,2011,Bangalore,2011-04-19,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,0,Mumbai Indians,0,3,PP Shaw,M Chinnaswamy Stadium,Umpire A,Umpire B
195,2011,Ahmedabad,2011-04-16,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,field,normal,0,Kolkata Knight Riders,0,8,JM Bairstow,Narendra Modi Stadium,Umpire A,Umpire B
196,2011,Pune,2011-04-04,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,0,3,S Dhawan,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
197,2011,Jaipur,2011-04-20,Mumbai Indians,Gujarat Titans,Gujarat Titans,bat,normal,0,Gujarat Titans,18,0,Q de Kock,Sawai Mansingh Stadium,Umpire A,Umpire B
198,2011,Chennai,2011-04-10,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Kolkata Knight Riders,15,0,KS Williamson,MA Chidambaram Stadium,Umpire A,Umpire B
199,2011,Hyderabad,2011-04-01,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,normal,0,Delhi Capitals,73,0,IS Sodhi,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
200,2011,Ahmedabad,2011-04-15,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,4,IS Sodhi,Narendra Modi Stadium,Umpire A,Umpire B
201,2011,Pune,2011-04-25,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,no result,0,,0,0,JM Bairstow,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
202,2011,Hyderabad,2011-04-09,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Royal Challengers Bangalore,34,0,Q de Kock,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
203,2011,Pune,2011-04-23,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Lucknow Super Giants,2,0,DA Warner,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
204,2011,Kolkata,2011-04-01,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,field,normal,0,Lucknow Super Giants,0,2,JM Bairstow,Eden Gardens,Umpire A,Umpire B
205,2011,Mohali,2011-04-28,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,bat,normal,0,Mumbai Indians,45,0,V Kohli,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
206,2011,Jaipur,2011-04-17,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,7,IS Sodhi,Sawai Mansingh Stadium,Umpire A,Umpire B
207,2011,Chennai,2011-04-16,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,normal,0,Sunrisers Hyderabad,0,7,RG Sharma,MA Chidambaram Stadium,Umpire A,Umpire B
208,2011,Mumbai,2011-04-20,Delhi Capitals,Gujarat Titans,Gujarat Titans,field,normal,0,Delhi Capitals,0,7,KA Pollard,Wankhede Stadium,Umpire A,Umpire B
209,2011,Hyderabad,2011-04-15,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,field,normal,0,Gujarat Titans,0,5,RG Sharma,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
210,2011,Hyderabad,2011-04-15,Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,normal,0,Rajasthan Royals,5,0,MS Dhoni,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
211,2011,Bangalore,2011-04-20,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,normal,0,Sunrisers Hyderabad,0,5,DA Warner,M Chinnaswamy Stadium,Umpire A,Umpire B
212,2011,Jaipur,2011-04-05,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,normal,0,Punjab Kings,0,1,PP Shaw,Sawai Mansingh Stadium,Umpire A,Umpire B
213,2011,Ahmedabad,2011-04-09,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,field,normal,0,Kolkata Knight Riders,0,5,HH Pandya,Narendra Modi Stadium,Umpire A,Umpire B
214,2011,Ahmedabad,2011-04-24,Punjab Kings,Mumbai Indians,Punjab Kings,bat,normal,0,Mumbai Indians,34,0,MS Dhoni,Narendra Modi Stadium,Umpire A,Umpire B
215,2011,Hyderabad,2011-04-08,Punjab Kings,Lucknow Super Giants,Punjab Kings,bat,normal,0,Lucknow Super Giants,2,0,G Gambhir,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
216,2011,Chennai,2011-04-16,Chennai Super Kings,Punjab Kings,Punjab Kings,field,normal,0,Chennai Super Kings,0,7,Q de Kock,MA Chidambaram Stadium,Umpire A,Umpire B
217,2011,Mohali,2011-04-19,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,77,0,Q de Kock,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
218,2011,Delhi,2011-04-18,Delhi Capitals,Gujarat Titans,Delhi Capitals,field,normal,0,Gujarat Titans,0,8,KA Pollard,Arun Jaitley Stadium,Umpire A,Umpire B
219,2011,Bangalore,2011-04-20,Punjab Kings,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Rajasthan Royals,35,0,JM Bairstow,M Chinnaswamy Stadium,Umpire A,Umpire B
220,2011,Ahmedabad,2011-04-03,Gujarat Titans,Punjab Kings,Punjab Kings,field,normal,0,Punjab Kings,0,2,JM Bairstow,Narendra Modi Stadium,Umpire A,Umpire B
221,2011,Delhi,2011-04-27,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,field,normal,0,Gujarat Titans,0,7,RR Pant,Arun Jaitley Stadium,Umpire A,Umpire B
222,2011,Jaipur,2011-04-28,Delhi Capitals,Gujarat Titans,Delhi Capitals,bat,normal,0,Gujarat Titans,61,0,RR Pant,Sawai Mansingh Stadium,Umpire A,Umpire B
223,2011,Mumbai,2011-04-20,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,bat,normal,0,Rajasthan Royals,69,0,JM Bairstow,Wankhede Stadium,Umpire A,Umpire B
224,2011,Kolkata,2011-04-18,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,no result,0,,0,0,SR Watson,Eden Gardens,Umpire A,Umpire B
225,2011,Kolkata,2011-04-15,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Sunrisers Hyderabad,42,0,AB de Villiers,Eden Gardens,Umpire A,Umpire B
226,2011,Kolkata,2011-04-19,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,field,no result,0,,0,0,CH Gayle,Eden Gardens,Umpire A,Umpire B
227,2011,Hyderabad,2011-04-22,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,normal,0,Sunrisers Hyderabad,72,0,RG Sharma,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
228,2011,Mumbai,2011-04-22,Punjab Kings,Mumbai Indians,Mumbai Indians,bat,normal,0,Punjab Kings,39,0,JM Bairstow,Wankhede Stadium,Umpire A,Umpire B
229,2011,Pune,2011-04-08,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,4,KL Rahul,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
230,2011,Mumbai,2011-04-20,Mumbai Indians,Gujarat Titans,Mumbai Indians,bat,normal,0,Mumbai Indians,4,0,MS Dhoni,Wankhede Stadium,Umpire A,Umpire B
231,2011,Mumbai,2011-04-28,Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,bat,normal,0,Gujarat Titans,4,0,Q de Kock,Wankhede Stadium,Umpire A,Umpire B
232,2011,Ahmedabad,2011-04-16,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,normal,0,Mumbai Indians,0,3,MS Dhoni,Narendra Modi Stadium,Umpire A,Umpire B
233,2011,Chennai,2011-04-06,Rajasthan Royals,Punjab Kings,Punjab Kings,bat,normal,0,Punjab Kings,51,0,SR Watson,MA Chidambaram Stadium,Umpire A,Umpire B
234,2011,Kolkata,2011-04-09,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,normal,0,Rajasthan Royals,0,9,AM Rahane,Eden Gardens,Umpire A,Umpire B
235,2011,Ahmedabad,2011-04-16,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Chennai Super Kings,0,9,MS Dhoni,Narendra Modi Stadium,Umpire A,Umpire B
236,2011,Mohali,2011-04-19,Delhi Capitals,Punjab Kings,Punjab Kings,bat,normal,0,Punjab Kings,65,0,JM Bairstow,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
237,2011,Bangalore,2011-04-16,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,field,normal,0,Lucknow Super Giants,0,7,IS Sodhi,M Chinnaswamy Stadium,Umpire A,Umpire B
238,2011,Chennai,2011-04-15,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Gujarat Titans,64,0,G Gambhir,MA Chidambaram Stadium,Umpire A,Umpire B
239,2011,Mohali,2011-04-23,Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,bat,normal,0,Rajasthan Royals,1,0,Q de Kock,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
240,2011,Ahmedabad,2011-04-11,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,normal,0,Punjab Kings,30,0,KL Rahul,Narendra Modi Stadium,Umpire A,Umpire B
241,2011,Mumbai,2011-04-06,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Gujarat Titans,46,0,AM Rahane,Wankhede Stadium,Umpire A,Umpire B
242,2011,Pune,2011-04-13,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,3,HH Pandya,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
243,2011,Ahmedabad,2011-04-29,Rajasthan Royals,Punjab Kings,Punjab Kings,field,normal,0,Rajasthan Royals,0,2,RR Pant,Narendra Modi Stadium,Umpire A,Umpire B
244,2011,Jaipur,2011-04-12,Delhi Capitals,Gujarat Titans,Gujarat Titans,bat,normal,0,Gujarat Titans,4,0,G Gambhir,Sawai Mansingh Stadium,Umpire A,Umpire B
245,2011,Ahmedabad,2011-04-20,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,24,0,JM Bairstow,Narendra Modi Stadium,Umpire A,Umpire B
246,2011,Chennai,2011-04-25,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Sunrisers Hyderabad,35,0,DA Warner,MA Chidambaram Stadium,Umpire A,Umpire B
247,2011,Pune,2011-04-08,Kolkata Knight Riders,Punjab Kings,Punjab Kings,bat,normal,0,Punjab Kings,3,0,JM Bairstow,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
248,2011,Pune,2011-04-13,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,bat,normal,0,Lucknow Super Giants,28,0,RR Pant,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
249,2011,Kolkata,2011-04-29,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,normal,0,Delhi Capitals,3,0,SR Watson,Eden Gardens,Umpire A,Umpire B
250,2011,Mumbai,2011-04-08,Rajasthan Royals,Gujarat Titans,Gujarat Titans,bat,normal,0,Gujarat Titans,43,0,KS Williamson,Wankhede Stadium,Umpire A,Umpire B
251,2011,Chennai,2011-04-25,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,6,S Dhawan,MA Chidambaram Stadium,Umpire A,Umpire B
252,2011,Mumbai,2011-04-01,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,normal,0,Rajasthan Royals,39,0,HH Pandya,Wankhede Stadium,Umpire A,Umpire B
253,2011,Chennai,2011-04-24,Mumbai Indians,Gujarat Titans,Mumbai Indians,bat,normal,0,Mumbai Indians,53,0,HH Pandya,MA Chidambaram Stadium,Umpire A,Umpire B
254,2011,Bangalore,2011-04-11,Delhi Capitals,Punjab Kings,Punjab Kings,bat,normal,0,Delhi Capitals,27,0,RR Pant,M Chinnaswamy Stadium,Umpire A,Umpire B
255,2011,Chennai,2011-04-04,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,normal,0,Delhi Capitals,6,0,KS Williamson,MA Chidambaram Stadium,Umpire A,Umpire B
256,2011,Bangalore,2011-04-28,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,normal,0,Punjab Kings,0,5,V Kohli,M Chinnaswamy Stadium,Umpire A,Umpire B
257,2011,Bangalore,2011-04-26,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,bat,normal,0,Sunrisers Hyderabad,34,0,S Dhawan,M Chinnaswamy Stadium,Umpire A,Umpire B
258,2011,Jaipur,2011-04-03,Mumbai Indians,Punjab Kings,Mumbai Indians,field,normal,0,Mumbai Indians,0,1,KA Pollard,Sawai Mansingh Stadium,Umpire A,Umpire B
259,2011,Mohali,2011-04-17,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,bat,normal,0,Punjab Kings,59,0,HH Pandya,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
